"Occupancy","Capacity","QueueLength","TrafficConditionNearby","IsSpecialDay","VehicleType","Model2Price","time","diff"
"1110","3103","6","average","0","car","13.05","1752074098718","1"
"570","2803","4","average","0","car","12.09","1752074098718","1"
"297","485","3","low","0","truck","12.47","1752074098718","1"
"696","3103","6","average","1","bike","12.9","1752074098718","1"
"444","2803","5","average","0","bike","12.17","1752074098718","1"
"319","485","3","low","1","car","12.46","1752074098718","1"
"50","577","3","average","1","car","11.82","1752074098718","1"
"466","2803","2","low","0","car","11.39","1752074098718","1"
"1114","2803","3","low","0","bike","11.71","1752074098718","1"
"11","577","1","low","0","truck","11.14","1752074098718","1"
"345","387","4","average","0","car","12.66","1752074098718","1"
"532","1920","3","low","0","cycle","11.9","1752074098718","1"
"279","387","8","high","0","bike","13.73","1752074098718","1"
"397","470","2","low","0","car","11.95","1752074098718","1"
"223","485","5","average","1","car","12.97","1752074098718","1"
"802","2009","3","low","0","car","12.0","1752074098718","1"
"381","1322","2","low","0","car","11.49","1752074098718","1"
"613","690","3","low","0","truck","12.7","1752074098718","1"
"1130","3103","6","average","0","cycle","13.05","1752074098718","1"
"313","485","6","average","0","car","13.29","1752074098718","1"
"1157","2009","7","average","1","bike","13.6","1752074098718","1"
"1474","2009","9","high","0","bike","14.15","1752074098718","1"
"273","1200","3","average","1","car","11.94","1752074098718","1"
"1098","3103","5","average","0","car","12.63","1752074098718","1"
"706","1322","3","low","0","car","12.11","1752074098718","1"
"776","1200","3","low","0","car","12.21","1752074098718","1"
"1323","2937","6","average","0","cycle","13.13","1752074098718","1"
"444","2803","7","average","1","car","13.55","1752074098718","1"
"460","687","2","low","0","cycle","11.81","1752074098718","1"
"402","387","4","average","0","car","12.78","1752074098718","1"
"538","3103","3","low","1","car","12.06","1752074098718","1"
"1129","2009","2","low","0","car","11.72","1752074098718","1"
"1870","3883","3","low","0","truck","12.36","1752074098718","1"
"154","577","2","low","0","car","11.47","1752074098718","1"
"1245","3103","3","low","0","bike","11.71","1752074098718","1"
"225","485","4","average","0","bike","12.01","1752074098718","1"
"1507","1920","7","average","1","car","14.07","1752074098718","1"
"345","1200","8","high","0","car","13.66","1752074098718","1"
"820","1322","5","average","0","truck","13.14","1752074098718","1"
"66","577","1","low","0","bike","10.64","1752074098718","1"
"288","485","5","average","0","car","12.83","1752074098718","1"
"799","3103","2","low","0","car","11.46","1752074098718","1"
"1493","1920","10","high","0","truck","15.19","1752074098718","1"
"228","387","3","low","0","truck","12.45","1752074098718","1"
"1064","3103","7","average","1","bike","13.41","1752074098718","1"
"847","1322","6","average","1","car","13.53","1752074098718","1"
"318","387","5","average","0","car","13.02","1752074098718","1"
"163","577","3","low","1","car","12.15","1752074098718","1"
"424","470","4","average","0","car","12.67","1752074098718","1"
"495","690","3","low","0","car","12.26","1752074098718","1"
"1022","3103","3","average","0","cycle","11.77","1752074098718","1"
"1021","2937","3","low","0","car","11.96","1752074098718","1"
"570","2803","3","low","0","cycle","11.84","1752074098718","1"
"1118","2937","3","low","0","car","11.98","1752074098718","1"
"886","2937","3","average","0","bike","11.46","1752074098718","1"
"470","1200","2","low","0","bike","11.28","1752074098718","1"
"194","470","4","average","1","truck","12.8","1752074098718","1"
"859","1322","8","high","0","car","13.96","1752074098718","1"
"1133","2937","7","average","0","car","13.49","1752074098718","1"
"1026","3103","3","low","0","car","11.94","1752074098718","1"
"135","577","3","average","0","truck","11.99","1752074098718","1"
"87","470","8","high","1","car","13.82","1752074098718","1"
"1364","3883","9","high","0","truck","14.42","1752074098718","1"
"293","485","3","low","0","truck","12.46","1752074098718","1"
"396","387","7","high","0","cycle","13.85","1752074098718","1"
"286","687","4","low","1","car","12.68","1752074098718","1"
"598","690","3","low","0","bike","12.1","1752074098718","1"
"539","687","8","high","0","bike","13.78","1752074098718","1"
"663","690","8","high","0","car","14.22","1752074098718","1"
"2770","3883","2","low","0","car","11.84","1752074098718","1"
"903","3103","2","low","0","car","11.49","1752074098718","1"
"955","3103","4","average","0","car","12.17","1752074098718","1"
"345","387","4","average","0","car","12.66","1752074098718","1"
"604","687","8","high","0","truck","14.44","1752074098718","1"
"677","1322","3","low","0","bike","11.8","1752074098718","1"
"602","3883","2","low","0","bike","11.09","1752074098718","1"
"152","577","4","average","0","bike","11.84","1752074098718","1"
"188","577","3","low","1","bike","11.9","1752074098718","1"
"2834","3883","4","low","0","truck","12.98","1752074098718","1"
"330","387","5","average","1","car","13.29","1752074098718","1"
"227","1200","3","low","0","car","11.82","1752074098718","1"
"238","485","1","low","0","cycle","11.24","1752074098718","1"
"454","470","3","average","0","bike","12.01","1752074098718","1"
"378","387","2","low","0","bike","11.77","1752074098718","1"
"1205","3103","6","average","0","bike","12.78","1752074098718","1"
"1262","3103","5","average","0","car","12.67","1752074098718","1"
"208","577","6","high","0","car","12.88","1752074098718","1"
"1049","2937","4","low","0","car","12.38","1752074098718","1"
"372","1322","2","low","0","cycle","11.48","1752074098718","1"
"1869","3883","3","low","0","bike","11.78","1752074098718","1"
"442","2937","2","low","0","car","11.38","1752074098718","1"
"2502","3883","3","low","0","bike","11.91","1752074098718","1"
"219","470","2","low","0","truck","11.93","1752074098718","1"
"180","577","5","average","1","car","12.84","1752074098718","1"
"130","690","4","average","1","car","12.32","1752074098718","1"
"734","1322","8","high","0","car","13.88","1752074098718","1"
"254","387","6","high","0","car","13.13","1752074098718","1"
"333","485","8","high","0","car","13.99","1752074098718","1"
"135","577","2","low","0","car","11.44","1752074098718","1"
"560","687","5","average","0","car","13.01","1752074098718","1"
"668","1322","3","low","0","car","12.09","1752074098718","1"
"570","1322","3","low","0","bike","11.73","1752074098718","1"
"489","687","2","low","0","car","11.84","1752074098718","1"
"205","387","2","low","0","cycle","11.69","1752074098718","1"
"1180","1920","2","low","0","truck","12.05","1752074098718","1"
"154","690","3","average","0","car","11.69","1752074098718","1"
"660","2009","2","low","0","cycle","11.52","1752074098718","1"
"817","2937","9","high","0","bike","13.77","1752074098718","1"
"599","690","8","high","0","cycle","14.14","1752074098718","1"
"1267","2937","7","high","0","bike","13.07","1752074098718","1"
"625","1920","11","high","1","bike","14.9","1752074098718","1"
"2595","3883","6","average","0","car","13.31","1752074098718","1"
"518","687","4","average","0","car","12.55","1752074098718","1"
"422","470","8","high","0","truck","14.46","1752074098718","1"
"315","485","3","low","0","car","12.21","1752074098718","1"
"1003","3103","3","low","0","car","11.94","1752074098718","1"
"408","1200","8","high","0","car","13.7","1752074098718","1"
"1470","3883","6","average","0","car","13.07","1752074098718","1"
"596","690","5","average","0","car","13.05","1752074098718","1"
"527","2803","2","low","0","bike","11.12","1752074098718","1"
"790","2937","2","low","0","car","11.47","1752074098718","1"
"843","1200","8","high","0","car","14.0","1752074098718","1"
"1227","2937","9","high","0","car","14.18","1752074098718","1"
"333","577","2","low","0","car","11.73","1752074098718","1"
"265","485","3","low","0","car","12.12","1752074098718","1"
"264","485","3","low","0","car","12.12","1752074098718","1"
"613","2803","5","average","0","car","12.52","1752074098718","1"
"2623","3883","10","high","0","car","14.81","1752074098718","1"
"1035","3103","3","low","0","bike","11.65","1752074098718","1"
"474","1200","3","low","0","cycle","12.0","1752074098718","1"
"308","485","4","low","0","car","12.61","1752074098718","1"
"1304","3103","6","average","0","truck","13.39","1752074098718","1"
"1583","1920","7","average","0","car","13.85","1752074098718","1"
"1194","2937","6","average","0","car","13.09","1752074098718","1"
"241","2803","2","low","0","car","11.32","1752074098718","1"
"691","1322","4","average","0","car","12.35","1752074098718","1"
"1141","3103","3","low","0","car","11.97","1752074098718","1"
"546","2803","6","average","0","bike","12.62","1752074098718","1"
"1288","3103","6","average","0","bike","12.8","1752074098718","1"
"317","387","4","average","0","car","12.6","1752074098718","1"
"615","1322","2","low","0","car","11.64","1752074098718","1"
"766","3103","2","low","0","car","11.46","1752074098718","1"
"654","687","9","high","0","car","14.63","1752074098718","1"
"199","690","2","average","0","car","11.32","1752074098718","1"
"1120","3103","7","average","0","bike","13.18","1752074098718","1"
"553","2803","8","high","0","bike","13.29","1752074098718","1"
"3203","3883","10","high","0","car","14.94","1752074098718","1"
"894","1200","8","high","0","cycle","14.04","1752074098718","1"
"667","3103","11","high","1","car","15.1","1752074098718","1"
"605","2803","5","average","0","car","12.51","1752074098718","1"
"387","470","7","high","0","car","13.69","1752074098718","1"
"282","2803","2","low","0","bike","11.04","1752074098718","1"
"317","485","5","average","0","car","12.88","1752074098718","1"
"456","2803","3","low","0","car","11.8","1752074098718","1"
"1300","2937","4","average","0","truck","12.58","1752074098718","1"
"947","3103","3","average","0","car","11.75","1752074098718","1"
"1365","3883","9","high","0","car","14.13","1752074098718","1"
"262","387","5","average","0","bike","12.61","1752074098718","1"
"135","577","6","average","1","bike","12.9","1752074098718","1"
"1032","2803","4","low","1","cycle","12.64","1752074098718","1"
"592","2803","9","high","0","car","14.01","1752074098718","1"
"651","687","9","high","0","car","14.62","1752074098718","1"
"1073","3103","13","high","1","car","16.04","1752074098718","1"
"1141","3103","6","average","1","car","13.31","1752074098718","1"
"882","1322","9","high","0","bike","14.1","1752074098718","1"
"564","3103","11","high","1","cycle","15.07","1752074098718","1"
"322","470","2","low","0","bike","11.53","1752074098718","1"
"891","2009","4","average","0","car","12.29","1752074098718","1"
"198","470","2","low","0","car","11.6","1752074098718","1"
"582","687","3","low","0","car","12.37","1752074098718","1"
"621","1322","3","low","0","truck","12.35","1752074098718","1"
"913","2009","4","average","0","bike","12.0","1752074098718","1"
"196","2803","2","low","0","car","11.31","1752074098718","1"
"1263","2009","4","low","1","car","12.86","1752074098718","1"
"229","1200","4","average","1","car","12.33","1752074098718","1"
"249","485","7","high","0","cycle","13.43","1752074098718","1"
"37","577","1","low","0","bike","10.6","1752074098718","1"
"965","2937","2","low","0","bike","11.23","1752074098718","1"
"245","485","2","low","0","cycle","11.67","1752074098718","1"
"594","2803","4","average","0","bike","11.8","1752074098718","1"
"219","577","6","high","0","car","12.9","1752074098718","1"
"2131","3883","3","low","0","bike","11.83","1752074098718","1"
"1015","1322","3","low","0","car","12.31","1752074098718","1"
"279","690","2","low","0","car","11.59","1752074098718","1"
"552","690","2","average","0","bike","11.46","1752074098718","1"
"276","2803","2","average","0","bike","10.87","1752074098718","1"
"1296","2937","9","high","0","bike","13.91","1752074098718","1"
"887","3103","6","average","0","truck","13.28","1752074098718","1"
"274","690","4","average","0","car","12.25","1752074098718","1"
"656","1322","2","low","0","car","11.66","1752074098718","1"
"614","2803","8","high","0","car","13.6","1752074098718","1"
"208","470","2","low","0","car","11.62","1752074098718","1"
"380","470","3","low","0","bike","12.05","1752074098718","1"
"490","2937","2","low","0","truck","11.68","1752074098718","1"
"159","577","2","low","0","car","11.48","1752074098718","1"
"602","1322","5","average","0","car","12.71","1752074098718","1"
"570","1200","2","low","0","cycle","11.65","1752074098718","1"
"129","577","2","low","0","truck","11.73","1752074098718","1"
"181","577","4","average","0","car","12.18","1752074098718","1"
"470","2803","4","low","0","car","12.22","1752074098718","1"
"689","1200","3","low","0","truck","12.44","1752074098718","1"
"3373","3883","10","high","0","car","14.97","1752074098718","1"
"794","1322","5","average","0","car","12.83","1752074098718","1"
"1216","3103","8","high","0","bike","13.45","1752074098718","1"
"1207","3103","9","high","0","car","14.16","1752074098718","1"
